3000,3.50439837949465e-35,2.11702352485663e-36
3100,1.9553617530033e-34,1.57567936992155e-36
3200,9.46304933479179e-34,1.15192184681306e-36
3300,4.03670748051672e-33,8.3119282478309e-37
3400,1.5413668190028e-32,5.95220050143077e-37
3500,5.34232558369318e-32,4.25195580656774e-37
3600,1.70126997168178e-31,3.04304005191217e-37
3700,5.0291988455805e-31,2.18909538968675e-37
3800,1.39198515779715e-30,1.58661718062459e-37
3900,3.63313809917926e-30,1.1603632926368e-37
4000,8.99559671362474e-30,8.57087610243542e-38
4100,2.12352605858248e-29,6.39681732638382e-38
4200,4.79972748782296e-29,4.82469053390929e-38
4300,1.04255216794809e-28,3.67710803825563e-38
4400,2.18314339608617e-28,2.83124182464336e-38
4500,4.41957473105557e-28,2.20162821399024e-38
4600,8.67087081786747e-28,1.72841033985001e-38
4700,1.65227550091888e-27,1.36934438654271e-38
4800,3.064042860394e-27,1.09436897595131e-38
4900,5.53950699739773e-27,8.8190669955753e-39
5000,9.77935987017436e-27,7.16333608446908e-39
5100,1.68829848176069e-26,5.86237309530875e-39
5200,2.85409947380291e-26,4.83209523554532e-39
5300,4.73045871855038e-26,4.01002794440259e-39
5400,7.69559070079295e-26,3.34936890635979e-39
5500,1.2300908986144e-25,2.81477619446424e-39
5600,1.93377818382461e-25,2.37935577100407e-39
5700,2.99252021197086e-25,2.02248966797691e-39
5800,4.56233723381018e-25,1.72825797957436e-39
5900,6.85789931777827e-25,1.48428351972393e-39
6000,1.01708870372508e-24,1.28087961520365e-39
6100,1.48929307726174e-24,1.11041693452716e-39
6200,2.15439619210258e-24,9.66849743728749e-40
6300,3.08068954803686e-24,8.4535903090265e-40
6400,4.35696476693726e-24,7.42081897142621e-40
6500,6.09755727840826e-24,6.53905054321806e-40
6600,8.44834787026924e-24,5.78306273917356e-40
6700,1.159384487198e-23,5.13231929771349e-40
6800,1.57654757198769e-23,4.57001876236162e-40
6900,2.12512216492972e-23,4.08235151304888e-40
7000,2.84067331486945e-23,3.65791635908788e-40
7100,3.76680664924694e-23,3.28726006696551e-40
7200,4.95661830615965e-23,2.96251211167125e-40
7300,6.47433532060171e-23,2.67709356929547e-40
7400,8.39716050652389e-23,2.42548402566013e-40
7500,1.08173356031894e-22,2.2030341030279e-40
7600,1.38444360428015e-22,2.00581402461348e-40
7700,1.76079101497884e-22,1.83049077777622e-40
7800,2.22598749056677e-22,1.67422807206353e-40
7900,2.7978179614119e-22,1.53460454334001e-40
8000,3.49697478873645e-22,1.40954662306658e-40
8100,4.34742073571784e-22,1.29727324156689e-40
8200,5.37678154028716e-22,1.19625011756566e-40
8300,6.61676879963546e-22,1.10515184227344e-40
8400,8.10363375034201e-22,1.02283032417148e-40
8500,9.87865239636152e-22,9.48288442677941e-41
8600,1.19886423011542e-21,8.80657982012035e-41
8700,1.44865112213197e-21,8.19181093796022e-41
8800,1.74318376184746e-21,7.63194678219386e-41
8900,2.08914829450379e-21,7.12117186634857e-41
9000,2.49402354592314e-21,6.6543743922588e-41
9100,2.96614851860939e-21,6.22705124520384e-41
9200,3.51479295056681e-21,5.83522706649464e-41
9300,4.15023087177186e-21,5.47538514202041e-41
9400,4.8838170805236e-21,5.14440823541647e-41
9500,5.7280664497344e-21,4.83952781292994e-41
9600,6.69673596167369e-21,4.5582803677085e-41
9700,7.80490935880054e-21,4.29846976522362e-41
9800,9.06908428816553e-21,4.05813470771915e-41
9900,1.05072618074667e-20,3.83552056102825e-41
10000,1.21390381122399e-20,3.62905490751312e-41
10100,1.39856983358714e-20,3.43732628882548e-41
10200,1.60703122671575e-20,3.25906568535338e-41
10300,1.84178318239999e-20,3.09313034860181e-41
10400,2.10551901165309e-20,2.9384896607775e-41
10500,2.40114019284855e-20,2.79421274448722e-41
10600,2.73176654419815e-20,2.65945758632693e-41
10700,3.1007465028003e-20,2.53346147255544e-41
10800,3.51166749227964e-20,2.41553256409497e-41
10900,3.96836636090477e-20,2.30504246267033e-41
11000,4.47493987200916e-20,2.20141964072564e-41
11100,5.0357552285467e-20,2.10414362544692e-41
11200,5.65546061368652e-20,2.01273984227545e-41
11300,6.33899572948438e-20,1.92677503613637e-41
11400,7.09160231586163e-20,1.8458531995779e-41
11500,7.91883463236787e-20,1.76961194640874e-41
11600,8.82656988550133e-20,1.6977192774759e-41
11700,9.82101858470366e-20,1.62987069214605e-41
11800,1.09087348105328e-19,1.56578660501077e-41
11900,1.2096626378942e-19,1.50521003247197e-41
12000,1.33919648860527e-19,1.44790451830006e-41
12100,1.48023956183033e-19,1.39365227109517e-41
12200,1.63359473133706e-19,1.34225248990742e-41
12300,1.80010417578086e-19,1.29351985715837e-41
12400,1.98065032079122e-19,1.24728318051493e-41
12500,2.17615676208961e-19,1.20338416755142e-41
12600,2.38758916840772e-19,1.16167631893994e-41
12700,2.61595616303554e-19,1.12202392757228e-41
12800,2.86231018289114e-19,1.08430117247108e-41
12900,3.12774831406569e-19,1.0483912976213e-41
13000,3.41341310286097e-19,1.01418586696976e-41
13100,3.72049334139891e-19,9.81584087821522e-42
13200,4.05022482694628e-19,9.50492195723668e-42
13300,4.40389109416004e-19,9.20822894686539e-42
13400,4.78282411952128e-19,8.92494847261637e-42
13500,5.18840499728768e-19,8.65432209586094e-42
13600,5.62206458635489e-19,8.39564207025721e-42
13700,6.08528412747797e-19,8.14824746510676e-42
13800,6.57959583036262e-19,7.91152062066898e-42
13900,7.10658343019415e-19,7.68488390409584e-42
14000,7.66788271322892e-19,7.46779673787218e-42
14100,8.26518201112815e-19,7.25975287551223e-42
14200,8.90022266376839e-19,7.06027790181337e-42
14300,9.5747994503151e-19,6.86892693723962e-42
14400,1.0290760988397e-18,6.6852825280339e-42
14500,1.10500101012683e-18,6.5089527054678e-42
14600,1.1854504152894e-18,6.33956919925338e-42
14700,1.27062553509383e-18,6.17678579158978e-42
14800,1.36073310176831e-18,6.02027679961155e-42
14900,1.4559853828943e-18,5.86973567516828e-42
15000,1.55660020210881e-18,5.72487371190645e-42
15100,1.66280095663211e-18,5.58541885056117e-42
15200,1.77481663163966e-18,5.45111457420686e-42
15300,1.89288181150032e-18,5.32171888597286e-42
15400,2.01723668790657e-18,5.19700336241308e-42
15500,2.1481270649255e-18,5.07675227633233e-42
15600,2.28580436100258e-18,4.96076178342822e-42
15700,2.43052560795297e-18,4.84883916760744e-42
15800,2.58255344697803e-18,4.74080214028881e-42
15900,2.7421561217471e-18,4.63647818941481e-42
16000,2.90960746858728e-18,4.53570397426424e-42
16100,3.08518690382584e-18,4.43832476249491e-42
16200,3.26917940833251e-18,4.3441939061497e-42
16300,3.46187550931025e-18,4.25317235363615e-42
16400,3.66357125938555e-18,4.16512819494064e-42
16500,3.87456821305049e-18,4.07993623756709e-42
16600,4.09517340051056e-18,3.99747761089687e-42
16700,4.32569929899367e-18,3.9176393968567e-42
16800,4.56646380157687e-18,3.84031428495273e-42
16900,4.81779018358871e-18,3.76540024988632e-42
17000,5.08000706664585e-18,3.69280025011037e-42
17100,5.35344838038391e-18,3.62242194581557e-42
17200,5.63845332194268e-18,3.55417743495541e-42
17300,5.93536631326737e-18,3.48798300602833e-42
17400,6.24453695628714e-18,3.42375890643471e-42
17500,6.56631998603355e-18,3.36142912531837e-42
17600,6.90107522176139e-18,3.30092118988577e-42
17700,7.2491675161347e-18,3.24216597427284e-42
17800,7.61096670254132e-18,3.18509752009991e-42
17900,7.98684754059882e-18,3.12965286791979e-42
18000,8.37718965991541e-18,3.07577189882339e-42
18100,8.78237750216869e-18,3.02339718552177e-42
18200,9.20280026156545e-18,2.97247385227375e-42
18300,9.63885182374535e-18,2.92294944307425e-42
18400,1.0090930703191e-17,2.87477379756103e-42
18500,1.05594399792065e-17,2.8278989341366e-42
18600,1.10447872305272e-17,2.7822789398381e-42
18700,1.15473844686206e-17,2.73786986652137e-42
18800,1.20676480697401e-17,2.69462963295559e-42
18900,1.26059987057931e-17,2.65251793245399e-42
19000,1.31628612740807e-17,2.61149614569141e-42
19100,1.37386648259701e-17,2.57152725838429e-42
19200,1.43338424945576e-17,2.5325757835307e-42
19300,1.49488314213797e-17,2.49460768792886e-42
19400,1.55840726822292e-17,2.45759032271147e-42
19500,1.62400112121331e-17,2.42149235765126e-42
19600,1.69170957295466e-17,2.38628371900933e-42
19700,1.76157786598185e-17,2.35193553071298e-42
19800,1.83365160579818e-17,2.31842005866423e-42
19900,1.90797675309206e-17,2.28571065799295e-42
20000,1.98459961589674e-17,2.25378172308078e-42
20100,2.06356684169797e-17,2.22260864019342e-42
20200,2.14492540949472e-17,2.19216774256932e-42
20300,2.22872262181767e-17,2.16243626782242e-42
20400,2.31500609671052e-17,2.13339231752578e-42
20500,2.40382375967853e-17,2.10501481885149e-42
20600,2.49522383560912e-17,2.07728348814984e-42
20700,2.58925484066884e-17,2.05017879635829e-42
20800,2.68596557418121e-17,2.02368193613739e-42
20900,2.78540511048964e-17,1.99777479063747e-42
21000,2.88762279080969e-17,1.97243990380547e-42
21100,2.99266821507466e-17,1.94766045214701e-42
21200,3.1005912337785e-17,1.92342021786406e-42
21300,3.21144193982002e-17,1.89970356329317e-42
21400,3.32527066035197e-17,1.87649540657384e-42
21500,3.44212794863879e-17,1.85378119848082e-42
21600,3.56206457592662e-17,1.83154690035806e-42
21700,3.68513152332887e-17,1.80977896309558e-42
21800,3.81137997373086e-17,1.78846430709431e-42
21900,3.9408613037167e-17,1.7675903031667e-42
22000,4.07362707552158e-17,1.7471447543243e-42
22100,4.20972902901257e-17,1.72711587840611e-42
22200,4.34921907370077e-17,1.70749229150441e-42
22300,4.49214928078786e-17,1.6882629921468e-42
22400,4.63857187524953e-17,1.66941734619599e-42
22500,4.7885392279588e-17,1.65094507243087e-42
22600,4.94210384785148e-17,1.63283622877428e-42
22700,5.09931837413643e-17,1.61508119913507e-42
22800,5.26023556855302e-17,1.59767068083378e-42
22900,5.42490830767788e-17,1.5805956725828e-42
23000,5.59338957528345e-17,1.56384746299375e-42
23100,5.7657324547502e-17,1.54741761958602e-42
23200,5.94199012153458e-17,1.53129797827204e-42
23300,6.12221583569482e-17,1.51548063329608e-42
23400,6.3064629344762e-17,1.49995792760461e-42
23500,6.49478482495777e-17,1.48472244362754e-42
23600,6.68723497676204e-17,1.4697669944505e-42
23700,6.88386691482939e-17,1.45508461535977e-42
23800,7.08473421225872e-17,1.44066855574201e-42
23900,7.28989048321566e-17,1.42651227132224e-42
24000,7.49938937590994e-17,1.41260941672405e-42
24100,7.71328456564309e-17,1.39895383833722e-42
24200,7.93162974792772e-17,1.38553956747827e-42
24300,8.15447863167961e-17,1.37236081383066e-42
24400,8.38188493248361e-17,1.3594119591516e-42
24500,8.61390236593457e-17,1.34668755123338e-42
24600,8.85058464105398e-17,1.33418229810775e-42
24700,9.09198545378353e-17,1.32189106248215e-42
24800,9.3381584805562e-17,1.30980885639759e-42
24900,9.58915737194576e-17,1.2979308360981e-42
25000,9.84503574639537e-17,1.28625229710239e-42
25100,1.0105847184026e-16,1.27476866946883e-42
25200,1.03716452205252e-16,1.26347551324505e-42
25300,1.06424833411166e-16,1.25236851409428e-42
25400,1.09184149746112e-16,1.24144347909055e-42
25500,1.11994934875405e-16,1.23069633267547e-42
25600,1.1485772178371e-16,1.22012311276968e-42
25700,1.17773042718027e-16,1.20971996703217e-42
25800,1.20741429131494e-16,1.1994831492613e-42
25900,1.23763411628025e-16,1.1894090159313e-42
26000,1.26839519907783e-16,1.17949402285877e-42
26100,1.29970282713483e-16,1.16973472199339e-42
26200,1.33156227777534e-16,1.16012775832787e-42
26300,1.36397881770021e-16,1.15066986692204e-42
26400,1.39695770247518e-16,1.14135787003633e-42
26500,1.43050417602739e-16,1.13218867437018e-42
26600,1.4646234701503e-16,1.12315926840101e-42
26700,1.49932080401692e-16,1.11426671981959e-42
26800,1.5346013837014e-16,1.10550817305797e-42
26900,1.57047040170899e-16,1.09688084690618e-42
27000,1.60693303651421e-16,1.08838203221396e-42
27100,1.64399445210744e-16,1.08000908967442e-42
27200,1.68165979754969e-16,1.07175944768596e-42
27300,1.71993420653565e-16,1.0636306002897e-42
27400,1.75882279696492e-16,1.05562010517908e-42
27500,1.79833067052143e-16,1.04772558177907e-42
27600,1.83846291226104e-16,1.03994470939207e-42
27700,1.87922459020719e-16,1.03227522540794e-42
27800,1.92062075495461e-16,1.02471492357567e-42
27900,1.96265643928114e-16,1.01726165233429e-42
28000,2.00533665776743e-16,1.00991331320071e-42
28100,2.04866640642457e-16,1.00266785921238e-42
28200,2.09265066232972e-16,9.95523293422492e-43
28300,2.13729438326943e-16,9.88477667445982e-43
28400,2.18260250739081e-16,9.81529080054135e-43
28500,2.22857995286044e-16,9.74675675816151e-43
28600,2.27523161753088e-16,9.67915643785797e-43
28700,2.32256237861487e-16,9.61247216231512e-43
28800,2.37057709236704e-16,9.54668667408302e-43
28900,2.41928059377309e-16,9.4817831236991e-43
29000,2.46867769624648e-16,9.41774505819738e-43
29100,2.51877319133241e-16,9.35455640999119e-43
29200,2.5695718484191e-16,9.2922014861155e-43
29300,2.62107841445641e-16,9.23066495781584e-43
29400,2.67329761368151e-16,9.16993185047121e-43
29500,2.72623414735171e-16,9.10998753383878e-43
29600,2.77989269348435e-16,9.0508177126088e-43
29700,2.83427790660359e-16,8.99240841725876e-43
29800,2.88939441749419e-16,8.93474599519577e-43
29900,2.94524683296201e-16,8.87781710217719e-43
30000,3.00183973560136e-16,8.82160869399948e-43
30100,3.05917768356898e-16,8.76610801844582e-43
30200,3.11726521036463e-16,8.71130260748345e-43
30300,3.17610682461829e-16,8.65718026970191e-43
30400,3.23570700988369e-16,8.60372908298374e-43
30500,3.29607022443836e-16,8.5509373873998e-43
30600,3.35720090108997e-16,8.49879377832107e-43
30700,3.4191034469888e-16,8.44728709973976e-43
30800,3.48178224344658e-16,8.39640643779236e-43
30900,3.54524164576121e-16,8.34614111447794e-43
31000,3.60948598304766e-16,8.29648068156471e-43
31100,3.67451955807471e-16,8.24741491467885e-43
31200,3.74034664710763e-16,8.19893380756909e-43
31300,3.80697149975656e-16,8.15102756654142e-43
31400,3.87439833883071e-16,8.10368660505795e-43
31500,3.94263136019812e-16,8.05690153849474e-43
31600,4.01167473265102e-16,8.01066317905301e-43
31700,4.08153259777668e-16,7.96496253081891e-43
31800,4.15220906983359e-16,7.91979078496666e-43
31900,4.22370823563317e-16,7.87513931510072e-43
32000,4.29603415442651e-16,7.83099967273208e-43
32100,4.36919085779646e-16,7.78736358288445e-43
32200,4.44318234955476e-16,7.7442229398262e-43
32300,4.51801260564423e-16,7.7015698029238e-43
32400,4.59368557404593e-16,7.65939639261302e-43
32500,4.67020517469115e-16,7.61769508648397e-43
32600,4.74757529937832e-16,7.57645841547639e-43
32700,4.82579981169458e-16,7.53567906018172e-43
32800,4.90488254694201e-16,7.49534984724845e-43
32900,4.98482731206856e-16,7.45546374588756e-43
33000,5.06563788560332e-16,7.41601386447494e-43
33100,5.1473180175965e-16,7.37699344724755e-43
33200,5.22987142956348e-16,7.33839587109062e-43
33300,5.31330181443347e-16,7.30021464241291e-43
33400,5.39761283650218e-16,7.2624433941073e-43
33500,5.4828081313888e-16,7.22507588259418e-43
33600,5.56889130599698e-16,7.18810598494485e-43
33700,5.65586593847995e-16,7.15152769608281e-43
33800,5.74373557820945e-16,7.11533512606025e-43
33900,5.83250374574873e-16,7.07952249740752e-43
34000,5.92217393282921e-16,7.04408414255361e-43
34100,6.01274960233102e-16,7.00901450131505e-43
34200,6.10423418826716e-16,6.97430811845152e-43
34300,6.19663109577132e-16,6.93995964128605e-43
34400,6.28994370108922e-16,6.90596381738786e-43
34500,6.38417535157353e-16,6.87231549231592e-43
34600,6.47932936568212e-16,6.83900960742155e-43
34700,6.57540903297972e-16,6.80604119770822e-43
34800,6.6724176141429e-16,6.77340538974687e-43
34900,6.77035834096831e-16,6.74109739964515e-43
35000,6.86923441638399e-16,6.70911253106895e-43
35100,6.96904901446396e-16,6.67744617331474e-43
35200,7.06980528044572e-16,6.64609379943121e-43
35300,7.17150633075087e-16,6.61505096438876e-43
35400,7.27415525300855e-16,6.58431330329553e-43
35500,7.37775510608189e-16,6.55387652965854e-43
35600,7.48230892009714e-16,6.52373643368872e-43
35700,7.58781969647573e-16,6.49388888064847e-43
35800,7.69429040796887e-16,6.46432980924069e-43
35900,7.80172399869489e-16,6.43505523003796e-43
36000,7.91012338417921e-16,6.40606122395082e-43
36100,8.01949145139679e-16,6.37734394073394e-43
36200,8.12983105881703e-16,6.3488995975293e-43
36300,8.24114503645123e-16,6.32072447744513e-43
36400,8.35343618590233e-16,6.29281492816975e-43
36500,8.46670728041698e-16,6.2651673606193e-43
36600,8.58096106493997e-16,6.23777824761839e-43
36700,8.69620025617078e-16,6.21064412261283e-43
36800,8.81242754262236e-16,6.18376157841341e-43
36900,8.92964558468207e-16,6.15712726597012e-43
37000,9.04785701467459e-16,6.1307378931757e-43
37100,9.167064436927e-16,6.1045902236979e-43
37200,9.28727042783568e-16,6.07868107583964e-43
37300,9.40847753593533e-16,6.05300732142626e-43
37400,9.53068828196966e-16,6.02756588471915e-43
37500,9.65390515896413e-16,6.00235374135508e-43
37600,9.77813063230031e-16,5.97736791731055e-43
37700,9.90336713979217e-16,5.95260548789033e-43
37800,1.00296170917639e-15,5.92806357673984e-43
37900,1.01568828711294e-15,5.90373935488042e-43
38000,1.02851668334736e-15,5.87963003976711e-43
38100,1.04144713071353e-15,5.85573289436828e-43
38200,1.05447985932912e-15,5.83204522626642e-43
38300,1.06761509660418e-15,5.8085643867797e-43
38400,1.08085306724986e-15,5.78528777010374e-43
38500,1.09419399328731e-15,5.76221281247289e-43
38600,1.10763809405662e-15,5.73933699134072e-43
38700,1.12118558622603e-15,5.71665782457909e-43
38800,1.13483668380114e-15,5.69417286969541e-43
38900,1.14859159813431e-15,5.67187972306751e-43
39000,1.16245053793423e-15,5.64977601919581e-43
39100,1.17641370927547e-15,5.62785942997219e-43
39200,1.19048131560831e-15,5.60612766396527e-43
39300,1.20465355776856e-15,5.58457846572161e-43
39400,1.21893063398751e-15,5.56320961508242e-43
39500,1.23331273990207e-15,5.54201892651546e-43
39600,1.24780006856488e-15,5.52100424846161e-43
39700,1.26239281045463e-15,5.50016346269592e-43
39800,1.2770911534864e-15,5.47949448370261e-43
39900,1.29189528302215e-15,5.45899525806383e-43
40000,1.30680538188124e-15,5.43866376386161e-43
